,Codigo_Municipio,Codigo_Municipio Latitude,Codigo_Municipio Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
214,25175,4.8588,-74.0587,Antíca,4.86009619273506,-74.05436450995597,Italian Restaurant
215,25175,4.8588,-74.0587,Surtifruver De La Sabana,4.861809574080971,-74.05842152082242,Farmers Market
216,25175,4.8588,-74.0587,El Perol,4.853268137065525,-74.06431880884774,Restaurant
217,25175,4.8588,-74.0587,San Nicolás Beer House,4.863253046379473,-74.05132482723016,Pub
218,25175,4.8588,-74.0587,Las Puertas,4.862480751874815,-74.05956789799563,Restaurant
219,25175,4.8588,-74.0587,Gran Fruvar de Chia,4.862461946674274,-74.0537219648102,Market
220,25175,4.8588,-74.0587,Plaza De Mercado El Cacique De Chia,4.859229194824382,-74.06295260511601,Market
221,25175,4.8588,-74.0587,Arepas y Patacos Chia,4.863282814649013,-74.05268356135625,Arepa Restaurant
222,25175,4.8588,-74.0587,Jakuhana - Sushi,4.853587287038162,-74.0645072553949,Sushi Restaurant
223,25175,4.8588,-74.0587,Club el mohan,4.859730725518516,-74.05253439796213,Restaurant
224,25175,4.8588,-74.0587,Asadero Parrilla y Brasa,4.864752342509818,-74.06089310409133,BBQ Joint
225,25175,4.8588,-74.0587,Huitaca,4.8669170746125365,-74.06001537122063,Food
226,25175,4.8588,-74.0587,Arepiz  Chia,4.863162669611632,-74.05119192213674,Food Court
227,25200,5.0605,-73.9793,Piqueteadero San Martin,5.06108955518197,-73.97755927746157,Arepa Restaurant
228,25200,5.0605,-73.9793,Parque Principal De Cogua,5.060227777970159,-73.9786554822566,Park
229,25200,5.0605,-73.9793,El Pino,5.058254484349502,-73.98239101577497,Restaurant
230,25200,5.0605,-73.9793,Granja Los Sauces,5.064479,-73.981351,BBQ Joint
231,25200,5.0605,-73.9793,Represa de Neusa,5.062242551046608,-73.98129553098043,Nature Preserve
232,25200,5.0605,-73.9793,Piqueteadero Trinidad,5.0641483543360675,-73.97920071268095,Restaurant
233,25295,4.9911,-73.8715,Parque Principal De Gachancipá,4.9918356,-73.87082,Park
234,25295,4.9911,-73.8715,Palacio Del Cerdo,4.994775354044129,-73.87037672634638,BBQ Joint
235,25486,5.0677,-73.8777,Nemocon,5.067152706825244,-73.87842177008218,City
236,25486,5.0677,-73.8777,Mina De Sal Nemocon,5.063960865541769,-73.874771536243,Other Great Outdoors
237,25486,5.0677,-73.8777,Plaza Nemocon,5.066378625631932,-73.87691155503701,Art Gallery
238,25486,5.0677,-73.8777,Restaurante El Colonial,5.067952968742625,-73.87704466304342,Caribbean Restaurant
239,25486,5.0677,-73.8777,Parque Principal Nemocón,5.066982695932436,-73.87709530808218,Plaza
240,25758,4.9075,-73.9384,Parque Principal De Sopo,4.908148845817457,-73.94052570206453,Park
241,25758,4.9075,-73.9384,Restaurante Bar El Hormiguero 1951,4.906359,-73.939654,Restaurant
242,25758,4.9075,-73.9384,La Burger House Sopó,4.909123096068941,-73.940537182884,Burger Joint
243,25758,4.9075,-73.9384,La burguer house,4.9089677423179365,-73.94059232033281,Burger Joint
244,25758,4.9075,-73.9384,Cosechas Sopó,4.9070300455981615,-73.94264459609985,Juice Bar
245,25758,4.9075,-73.9384,alpina sopo,4.9114026561245305,-73.9424999146232,Brewery
246,25758,4.9075,-73.9384,La Cabaña Alpina,4.911403518104004,-73.94235307036402,Deli / Bodega
247,25758,4.9075,-73.9384,Restautante Los Geranios,4.907518,-73.940386,Food
248,25758,4.9075,-73.9384,Fratellos Comida Italiana,4.908825,-73.941595,Italian Restaurant
249,25758,4.9075,-73.9384,El Hormiguero Carnes Al Carbon,4.906473033719263,-73.93956131079865,Restaurant
250,25758,4.9075,-73.9384,Restaurante El Fondo,4.908071,-73.941165,Argentinian Restaurant
251,25758,4.9075,-73.9384,Flanagans,4.9088907885192095,-73.94118883371021,Restaurant
252,25758,4.9075,-73.9384,pepe grillo,4.913410321772697,-73.94283145085434,Food
253,25758,4.9075,-73.9384,El Tambor Sopó,4.913662,-73.942966,BBQ Joint
254,25758,4.9075,-73.9384,Abuelita (Salón de onces),4.908227852107859,-73.94063476982208,Dessert Shop
255,25758,4.9075,-73.9384,Es Tostao,4.908768191941006,-73.9420391015829,Restaurant
256,25758,4.9075,-73.9384,Kimoshi,4.909114,-73.940578,Restaurant
257,25758,4.9075,-73.9384,Pizza & Pasta Piazza,4.908221372220755,-73.9403133067814,Restaurant
258,25758,4.9075,-73.9384,Tomillo Y Laurel,4.913970354839842,-73.9427233098473,Caribbean Restaurant
259,25758,4.9075,-73.9384,La Enrramada de Barro,4.914481526411729,-73.94308528173141,Restaurant
260,25758,4.9075,-73.9384,tostao,4.908621375535556,-73.94202968362036,Café
261,25758,4.9075,-73.9384,Nuestra Tierra Sopo,4.913550348225356,-73.94278741036025,Gastropub
262,25758,4.9075,-73.9384,Hamburguesas El Corral,4.913752243765736,-73.94262668069355,Fast Food Restaurant
263,25785,4.9173,-74.0936,Cuchipanda,4.917225265966521,-74.09804896781573,Tea Room
264,25785,4.9173,-74.0936,Parque Central Tabio,4.916409630820043,-74.09875794526481,Park
265,25785,4.9173,-74.0936,Tabiocentro,4.917652756647346,-74.09563198898688,Shopping Mall
266,25785,4.9173,-74.0936,Hisca Crepes y Café,4.917631917588738,-74.09578685409872,Café
267,25817,4.9653,-73.913,Parque Principal Tocancipa,4.965693588261127,-73.91357260519001,Park
268,25817,4.9653,-73.913,La diana panaderia,4.964482211618833,-73.91400319522864,Bakery
269,25817,4.9653,-73.913,Once Onzas Gourment,4.96478,-73.914933,Gastropub
270,25817,4.9653,-73.913,Las Delicias,4.9634587488377795,-73.91537461813537,Steakhouse
271,25899,5.0221,-74.0048,Mina de Sal de Zipaquirá,5.020465490248922,-74.00561096788515,Mountain
272,25899,5.0221,-74.0048,Hamburguesas El Corral Zipaquirá,5.023785295163073,-74.00530859020117,Burger Joint
273,25899,5.0221,-74.0048,Plaza Zipaquirá,5.0228247920972535,-74.00206456103501,Plaza
274,25899,5.0221,-74.0048,Parrilla 56,5.023709,-74.005522,BBQ Joint
275,25899,5.0221,-74.0048,Catedral de Sal de Zipaquirá,5.0190987279250825,-74.00928365632963,Theme Park
276,25899,5.0221,-74.0048,Habrá Francachela,5.024471811238914,-74.0050814830027,Pub
277,25899,5.0221,-74.0048,La Buena Mar,5.022412564447719,-74.00417596262305,Seafood Restaurant
278,25899,5.0221,-74.0048,Museo Arqueologico Zipaquira,5.021280957486477,-74.0067586582902,History Museum
279,25899,5.0221,-74.0048,Juan Valdez Café,5.023934338149186,-74.00525768354039,Café
280,25899,5.0221,-74.0048,Alma Llanera,5.021177468274703,-74.00541340047535,Latin American Restaurant
281,25899,5.0221,-74.0048,body fitness,5.020067635370302,-73.99956107500051,Gym / Fitness Center
282,25899,5.0221,-74.0048,Parque de la Independencia,5.023996719984127,-74.0050371201008,Park
283,25899,5.0221,-74.0048,La Estacion - Av. 15 No. 4-14,5.019704557325623,-74.00114638674164,Burger Joint
284,25899,5.0221,-74.0048,La Carreta  Parrilla Burger Bar,5.0235142943937365,-74.00551539625461,Burger Joint
285,25899,5.0221,-74.0048,Brasas del Llano,5.020181995872454,-74.00521858599868,BBQ Joint
286,25899,5.0221,-74.0048,Restaurante Funzipa,5.018803435900498,-74.00496837300655,Spanish Restaurant
287,25899,5.0221,-74.0048,Olímpica Zipaquirá,5.02334292696404,-74.00450917861919,Department Store
288,25899,5.0221,-74.0048,Plaza del Minero,5.019009101696617,-74.00927382959533,Plaza
289,25899,5.0221,-74.0048,Restaurante Casa Nnova,5.023229122161865,-74.003662109375,Restaurant
290,25899,5.0221,-74.0048,Sucursal Paisa,5.022485,-74.004034,Latin American Restaurant
291,25899,5.0221,-74.0048,Exito Zipaquira,5.0146082600501645,-74.00402520154236,Department Store
292,25899,5.0221,-74.0048,museo de la salmuera,5.020404156097226,-74.00973688276765,History Museum
293,25899,5.0221,-74.0048,Jeno's Pizza Casa Terracota,5.0146057453117745,-74.0040845289792,Pizza Place
294,25899,5.0221,-74.0048,Supermercados 1A,5.0276127,-73.99935,Convenience Store
295,25099,4.7318,-74.3413,Santuario De Nuestra Señora De La Salud,4.732214631306598,-74.34156676038026,Church
296,25099,4.7318,-74.3413,Plaza Principal de Bojacá,4.732356268330979,-74.34172714674465,Church
297,25099,4.7318,-74.3413,Parque Central Bojaca,4.732174503138189,-74.3417615152327,Park
298,25099,4.7318,-74.3413,Porta Morada,4.732882031738661,-74.34199063831882,Hotel
299,25214,4.8094,-74.098,Eureka Cafe,4.810360774263747,-74.10178060953861,Café
300,25214,4.8094,-74.098,La Abuela Nohemy,4.809554308814177,-74.10202744895892,Ice Cream Shop
301,25214,4.8094,-74.098,Heladería Timmy,4.8072069291288155,-74.10385330536924,Ice Cream Shop
302,25214,4.8094,-74.098,Coca Cola Station,4.810387353268889,-74.10178144595912,Burger Joint
303,25214,4.8094,-74.098,La Zarza Mora,4.810698291200306,-74.1015339803087,Deli / Bodega
304,25214,4.8094,-74.098,Empanadas De La Cima,4.810214835904525,-74.10163099884905,Diner
305,25214,4.8094,-74.098,Asadero BRAYAN,4.80422058102374,-74.09866043915667,BBQ Joint
306,25214,4.8094,-74.098,Kike parrilla,4.8066703525053525,-74.10488296666952,BBQ Joint
307,25214,4.8094,-74.098,Complejo Deportivo de Cota,4.806421114742908,-74.09871206004375,Soccer Field
308,25214,4.8094,-74.098,Arepa & Pizza,4.8118262825310465,-74.10035244974227,Burger Joint
309,25214,4.8094,-74.098,Rancho Del Campo,4.803746,-74.098124,Restaurant
310,25214,4.8094,-74.098,Campus Deportivo,4.817530622747287,-74.09867191046614,Tennis Court
311,25260,4.8531,-74.26,Tienda D1,4.852974,-74.263219,Market
312,25260,4.8531,-74.26,Parque hipódromo el Rosal,4.847851976244732,-74.2580892789071,Stables
313,25260,4.8531,-74.26,Fedepapa El Rosal,4.852396663331567,-74.26609492468673,Big Box Store
314,25260,4.8531,-74.26,Spring Rolls,4.84733586373411,-74.26398036804,Thai Restaurant
315,25260,4.8531,-74.26,Teatro de Chacao,4.85,-74.266667,Theater
316,25269,4.8137,-74.3545,"Runway ""Sandwich & Burger Shop""",4.812964792845311,-74.35583485924958,Sandwich Place
317,25269,4.8137,-74.3545,Rico Rápido,4.816005630851494,-74.35270218686966,Fast Food Restaurant
318,25269,4.8137,-74.3545,Maria José Parrilla,4.807428359985352,-74.35179901123047,BBQ Joint
319,25269,4.8137,-74.3545,Donatello Gourmet,4.812790870666504,-74.35575866699219,Fast Food Restaurant
320,25269,4.8137,-74.3545,Parque Principal de Facatativá,4.809617467392372,-74.35420820424957,Park
321,25269,4.8137,-74.3545,Luna Cafe Parrilla & Bar,4.810044834081771,-74.35480388243792,Restaurant
322,25269,4.8137,-74.3545,El Pórtico,4.818080878448898,-74.35833175778653,Shopping Mall
323,25269,4.8137,-74.3545,Nova Plaza,4.818329808763815,-74.35184265502684,Shopping Mall
324,25269,4.8137,-74.3545,chile chipotle,4.818840030472382,-74.35938022877491,Mexican Restaurant
325,25269,4.8137,-74.3545,Buses Intermunicipales Facatativá - Bogotá,4.814443032970324,-74.35968445182367,Bus Line
326,25269,4.8137,-74.3545,Transgalaxia,4.815629616078509,-74.36075967168595,Bus Station
327,25269,4.8137,-74.3545,Mercados Zapatoca,4.818662100637312,-74.3595119616731,Department Store
328,25286,4.7164,-74.212,Delicias Margarita,4.716781296050539,-74.21203712599421,Dessert Shop
329,25286,4.7164,-74.212,Parque Principal Funza,4.716286201164621,-74.21218514442444,Park
330,25286,4.7164,-74.212,Cáceres Pastelería - Panadería,4.716204529455997,-74.21267980141612,Bakery
331,25286,4.7164,-74.212,Mercados Zapatoca,4.713340288612031,-74.21887546875053,Department Store
332,25286,4.7164,-74.212,Centro Comercial Micentro,4.717440941879135,-74.20977324116151,Shopping Mall
333,25286,4.7164,-74.212,Cineland,4.715136127679264,-74.20890733875868,Multiplex
334,25286,4.7164,-74.212,Supermercado 1Ya Danubio,4.709353406869695,-74.20762644047545,Supermarket
335,25286,4.7164,-74.212,Coliseo Municipal,4.710522928068485,-74.20599532782383,Athletics & Sports
336,25430,4.7324,-74.2642,Obleas De Villetica,4.73201188676611,-74.2614764327632,Dessert Shop
337,25430,4.7324,-74.2642,Luna Cafe Restaurante Parrilla,4.732481900335341,-74.26251082267656,Breakfast Spot
338,25430,4.7324,-74.2642,Centro Comercial Casa Blanca,4.7275515,-74.257286,Shopping Mall
339,25430,4.7324,-74.2642,Parque Central Madrid,4.730601,-74.26403,Park
340,25430,4.7324,-74.2642,Pizzeria 90 grados,4.72963382285837,-74.26686280640178,Pizza Place
341,25430,4.7324,-74.2642,Panadería Bizcochería y Jamones ROA,4.729673093058886,-74.25828695297241,Bakery
342,25473,4.7059,-74.2302,La Carreta,4.706654186766995,-74.23138626662264,South American Restaurant
343,25473,4.7059,-74.2302,C&C Beer Company,4.706565301896682,-74.23120734456062,Pub
344,25473,4.7059,-74.2302,BIG QATE,4.705874,-74.231413,Burrito Place
345,25473,4.7059,-74.2302,Cassarola,4.70533589934359,-74.23080647195162,Italian Restaurant
346,25473,4.7059,-74.2302,Parque Principal Mosquera,4.705156792250725,-74.23017852577668,Park
347,25473,4.7059,-74.2302,Athletic Life,4.7071449841427695,-74.22942811962136,Gymnastics Gym
348,25473,4.7059,-74.2302,Pepinos,4.706136326332448,-74.23129457895338,Argentinian Restaurant
349,25473,4.7059,-74.2302,Berrie*S,4.7059320718523425,-74.2315942247962,Ice Cream Shop
350,25473,4.7059,-74.2302,Tartaleta Boutique Pastelería,4.706104,-74.231164,Café
351,25473,4.7059,-74.2302,Palos  y Carbón Parrilla Bar,4.705866526380958,-74.22164909724926,BBQ Joint
352,25473,4.7059,-74.2302,Tiendas Metro Mosquera,4.703456782845651,-74.22313425793178,Department Store
353,25473,4.7059,-74.2302,viandas,4.705468654632568,-74.23096466064453,Breakfast Spot
354,25473,4.7059,-74.2302,Casa San Cipriano,4.705926465750651,-74.2319178912791,Food
355,25473,4.7059,-74.2302,Centro Comercial El Trébol,4.710996539967567,-74.22312279429782,Shopping Mall
356,25769,4.9261,-74.173,Parque Subachoque,4.9286659959179,-74.17346137659935,Park
357,25769,4.9261,-74.173,El Amigo Cerdo,4.928253974710773,-74.17431564505007,South American Restaurant
358,25769,4.9261,-74.173,Restaurante Ubasá,4.929114,-74.174189,South American Restaurant
359,25769,4.9261,-74.173,"El Trasto, subachoque",4.924593448638916,-74.1766128540039,Mediterranean Restaurant
360,25799,4.8727,-74.1444,Tenjo Parque Principal,4.872037461370249,-74.14506761637436,Park
361,25799,4.8727,-74.1444,Delicias de Tenjo,4.871755452077477,-74.14446679145769,Snack Place
362,25799,4.8727,-74.1444,Eureka,4.872723,-74.14563,Restaurant
363,25799,4.8727,-74.1444,La iguana comida sana,4.872493786781432,-74.14571558366457,Restaurant
364,25799,4.8727,-74.1444,VIDRIOS Y ALUMINIOS,4.867799190707676,-74.1429185084595,Furniture / Home Store
365,25898,4.7588,-74.3802,El verdadero Pan de Maíz,4.760906872811457,-74.37982630709058,Snack Place
366,25898,4.7588,-74.3802,Restaurante Zipatron,4.759801951643011,-74.38048489544856,Arepa Restaurant
367,25898,4.7588,-74.3802,Parque Principal,4.759689743635224,-74.37991574406624,Plaza
368,25898,4.7588,-74.3802,Café Obague Zipacón,4.760106006548767,-74.38010692329618,Café
369,25740,4.4915,-74.2596,La Vaca Que Ríe Sibaté,4.486882745940088,-74.26004344529322,Dessert Shop
370,25740,4.4915,-74.2596,Amaretto Cafe y Pastel,4.492180770605893,-74.25940556957285,Café
371,25740,4.4915,-74.2596,Plaza principal Sibate,4.491215990547416,-74.25958499171274,Plaza
372,25740,4.4915,-74.2596,Asadero y Restaurante El Chiguiro 2,4.489003249013155,-74.25993456267203,BBQ Joint
373,25754,4.5794,-74.2168,Def Jamaica,4.582888785616468,-74.214372888243,Bar
374,25754,4.5794,-74.2168,La Gallina Ardiente,4.583026221741143,-74.2126863547271,BBQ Joint
375,25754,4.5794,-74.2168,Cocheros Pontevedra,4.581715259893594,-74.22545562907655,Food Truck
376,25754,4.5794,-74.2168,Plaza Principal Soacha,4.581789416953603,-74.21959769296969,Plaza
377,25754,4.5794,-74.2168,La Negra Restaurante,4.582242,-74.217595,Latin American Restaurant
378,25754,4.5794,-74.2168,Teatro sua,4.585252045162041,-74.21995880401619,Theater
379,25053,4.2725,-74.4151,Parque Principal Arbelaéz,4.271791761115469,-74.41499152563821,Park
380,25053,4.2725,-74.4151,Heladeria Y Fruteria Las Delicias,4.272239,-74.416185,Juice Bar
381,25053,4.2725,-74.4151,capilla ansianato arbelaez,4.271161,-74.418455,Recreation Center
382,25120,6.5928,-73.2465,Cabrera,6.592901171010325,-73.24695930432983,Plaza
383,25120,6.5928,-73.2465,Parque Nacional Cabo Frances Viejo,6.59465,-73.24374999999999,Park
384,25290,4.3365,-74.3638,chilli peppers,4.341029548639983,-74.36150243638629,Mexican Restaurant
385,25290,4.3365,-74.3638,Mr Beef & Pizza,4.332932,-74.368974,Pizza Place
386,25290,4.3365,-74.3638,Heladeria Napoles,4.341468655476981,-74.36156797958841,Ice Cream Shop
387,25290,4.3365,-74.3638,Yanca,4.338880030287101,-74.36749950622968,Pizza Place
388,25290,4.3365,-74.3638,Café Oma Fusagasugá Éxito,4.332255632642353,-74.37007891597358,Café
389,25290,4.3365,-74.3638,Rapi Jugos,4.3417923686714746,-74.36109847637368,Fast Food Restaurant
390,25290,4.3365,-74.3638,Mr. Beef,4.332946088367864,-74.36899356043733,BBQ Joint
391,25290,4.3365,-74.3638,Parque Central de Fusagasugá,4.343648205205447,-74.36187168242533,Rest Area
392,25290,4.3365,-74.3638,Plaza De Mercado Fusagasuga,4.3417571200707625,-74.36499311000776,Farmers Market
393,25290,4.3365,-74.3638,Cassati,4.333961280343574,-74.3692713820978,Pizza Place
394,25290,4.3365,-74.3638,Éxito,4.332325390688881,-74.36996164258574,Supermarket
395,25312,3.5462,-73.7069,Parque central Granada,3.54102999198878,-73.7078497508438,Park
396,25312,3.5462,-73.7069,San Remo,3.550921193128379,-73.71252788520746,Fast Food Restaurant
397,25312,3.5462,-73.7069,Hotel Alhambra,3.541615314209651,-73.7076026228035,Hotel
398,25312,3.5462,-73.7069,Maria Jose Heladeria,3.541182,-73.706965,Ice Cream Shop
399,25312,3.5462,-73.7069,Palo De Agua,3.539606955987167,-73.70556236815844,Bar
400,25312,3.5462,-73.7069,La Catedra,3.538335740859778,-73.70634973647078,Restaurant
401,25524,4.1911,-74.4875,"Pandi, parque central",4.191601661792273,-74.48713827682427,Park
402,25524,4.1911,-74.4875,Plaza,4.1916506055933676,-74.48876943776027,Stables
403,25649,1.5152,-77.0468,Hotel Salomé,1.516677,-77.045236,Hotel
404,25743,4.4037,-74.3867,Embajada Paisa,4.403539409075816,-74.38412203725672,Arepa Restaurant
405,25743,4.4037,-74.3867,Parque Santa Anita,4.401244809594462,-74.38684730672797,Park
406,25743,4.4037,-74.3867,La cabaña,4.401105019078841,-74.38590240848463,Dessert Shop
407,25743,4.4037,-74.3867,chinauta,4.398687024929954,-74.38746005625053,Pool
408,25506,5.9628,-75.7381,Parque de Venecia,5.96328482973641,-75.73414226315225,Plaza
409,25506,5.9628,-75.7381,Hosteria Las dos Palmas,5.962384493148233,-75.73535746029992,Pool
410,25506,5.9628,-75.7381,Parque Ecologico La Italia,5.962584,-75.743732,Campground
411,25035,4.551,-74.5352,Parque Anapoima,4.549539491831227,-74.53546570410658,Plaza
412,25035,4.551,-74.5352,Hotel Anapoima,4.5515073498459095,-74.53493929621058,Hotel
413,25035,4.551,-74.5352,Bruno Restaurante & Café,4.549503255071801,-74.53532838046108,BBQ Joint
414,25035,4.551,-74.5352,Colsubsidio Anapoima,4.557274300450638,-74.52892247854611,Big Box Store
415,25035,4.551,-74.5352,Supermercado Anapoima,4.549090579107043,-74.53542479309066,Convenience Store
416,25035,4.551,-74.5352,El Corralito,4.549767677754108,-74.5351052293061,Pizza Place
417,25035,4.551,-74.5352,El Arriero Paisa,4.5508169467944475,-74.53416684696026,Colombian Restaurant
418,25040,4.7618,-74.464,Parque Principal,4.761240312606688,-74.46476408890132,Park
419,25040,4.7618,-74.464,Yarakuá,4.762073740979972,-74.46397988183656,Salad Place
420,25040,4.7618,-74.464,Punto 2,4.75609,-74.463098,Fried Chicken Joint
421,25599,4.5195,-74.5929,Parque Apulo,4.519362140984905,-74.59408153228149,Park
422,25599,4.5195,-74.5929,Estadio Municipal de la Paz,4.521308,-74.590858,Soccer Field
423,25599,4.5195,-74.5929,Gym,4.516751176470588,-74.59049,Gym / Fitness Center
424,25599,4.5195,-74.5929,Polideportivo Apulo,4.517985,-74.588602,Basketball Stadium
425,25123,4.7304,-74.4366,Cachipay,4.730385667058977,-74.43675371591445,General Travel
426,25123,4.7304,-74.4366,Parque Principal Cachipay,4.730804581242787,-74.43697699210503,Plaza
427,25245,4.581,-74.4429,Mestizo Cocina De Origen,4.5830555642631765,-74.44617687123932,Latin American Restaurant
428,25245,4.581,-74.4429,Zorba,4.583121,-74.441129,Latin American Restaurant
429,25245,4.581,-74.4429,"Mesitas del Colegio, Santa Clara.",4.581256450006187,-74.4455013518982,Farm
430,25245,4.581,-74.4429,Someday Gourmet (Mesitas),4.583149713340739,-74.44605092715113,Diner
431,25386,4.6303,-74.4625,Parque Principal La Mesa,4.6321044560427325,-74.46290946218203,Park
432,25386,4.6303,-74.4625,Roa Velez,4.630448143604687,-74.46269194295489,Bakery
433,25386,4.6303,-74.4625,Juan Jose,4.631832280484708,-74.45531448725565,Arepa Restaurant
434,25386,4.6303,-74.4625,Hamburguesas del Camino,4.630192,-74.462724,Burger Joint
435,25386,4.6303,-74.4625,Colsubsidio la Mesa,4.629379558886859,-74.4642596712068,Shopping Mall
436,25596,4.7452,-74.5338,RED POINT,4.743915,-74.533672,Pub
437,25645,4.6162,-74.352,Anne Spa Hotel,4.61618,-74.35216,Hotel
438,25797,4.66,-74.3926,Tena,4.6549614185820225,-74.39020308675197,Farm
439,25797,4.66,-74.3926,Parador La Vaca,4.668348789215088,-74.39376068115234,Bakery
440,25878,4.4371,-74.5216,Supermercado Brayan,4.4374037,-74.52112,Supermarket
441,25878,4.4371,-74.5216,Supermercado La Colmena,4.435388,-74.522374,Grocery Store
442,25878,4.4371,-74.5216,parque principal viotá,4.438922862398038,-74.52208186171919,Park
443,25878,4.4371,-74.5216,Restaurante Y Pescaderia MARIREN,4.4390225,-74.52123,Restaurant
444,25878,4.4371,-74.5216,Tiendas Ara,4.439065,-74.521361,Grocery Store
445,25878,4.4371,-74.5216,Parque Central De Viotá,4.439218044281006,-74.52223205566406,Park
446,25878,4.4371,-74.5216,Drigueria Viofarma,4.43486,-74.522493,Pharmacy
447,25154,5.3486,-73.9017,La Esquinita,5.348782,-73.901836,Café
448,25154,5.3486,-73.9017,finca Buenavista,5.346540905607129,-73.90040183142311,Farm
449,25224,5.2496,-73.7661,"Cucunuba, Cundinamarca.",5.249986843770487,-73.7684789248586,Plaza
450,25224,5.2496,-73.7661,La posada de Don Pedro,5.250006558596089,-73.76716896264895,Boarding House
451,25224,5.2496,-73.7661,Sala De Onces Mariela,5.2505274,-73.76687,Cafeteria
452,25224,5.2496,-73.7661,Plaza Cucunuba,5.249765707167217,-73.76688743456359,Food
453,25288,5.4043,-73.7964,Cafeteria El Provinciano,5.404824,-73.796097,Coffee Shop
454,25317,5.3842,-73.6862,Represa Del Guavio,5.3838806,-73.685104,Nature Preserve
455,25317,5.3842,-73.6862,plaza de mercado Guachetá,5.383453482980074,-73.6840781030353,Fruit & Vegetable Store
456,25407,5.3071,-73.7115,Lenguazaque,5.30651369810426,-73.71196467573975,Mountain
457,25745,5.5029,-73.8523,Taller Tractoristas Hermanos Ramirez,5.502663,-73.854204,Auto Workshop
458,25745,5.5029,-73.8523,La Rueda,5.5047802657687175,-73.8514658432044,Cafeteria
459,25779,5.4519,-73.8144,Lacteos El Trebol,5.453313,-73.812173,Cheese Shop
460,25781,5.2478,-73.8524,Restaurante El Zaque,5.248352149970858,-73.85475657091474,Restaurant
461,25843,5.3093,-73.8157,Plaza Principal Ubate,5.308980920448164,-73.81404646795036,Plaza
462,25843,5.3093,-73.8157,La cantina,5.306819983919019,-73.81439670343813,Latin American Restaurant
463,25843,5.3093,-73.8157,Panadería San Antonio,5.310083784212957,-73.81207273896545,Bakery
464,25843,5.3093,-73.8157,Plaza Ubaté,5.309125725991416,-73.81212217988724,Food Court
465,25843,5.3093,-73.8157,Restaurante La Rueca,5.306314,-73.81524,Latin American Restaurant
466,25843,5.3093,-73.8157,Plaza de Mercado,5.312525783285281,-73.80859366071174,Market
467,11001,4.6126,-74.0705,Leo Cocina y Cava,4.614607728829146,-74.0690856124495,Restaurant
468,11001,4.6126,-74.0705,Home Burgers,4.614485065541174,-74.0687534416301,Burger Joint
469,11001,4.6126,-74.0705,Planetario de Bogotá,4.612061317019337,-74.0690199436097,Planetarium
470,11001,4.6126,-74.0705,Starbucks,4.6153951048372805,-74.06988859176636,Coffee Shop
471,11001,4.6126,-74.0705,Cevicheria Brisas del Caribe,4.610547634832835,-74.07114860844449,Caribbean Restaurant
472,11001,4.6126,-74.0705,"Frida ""Restaurante Mexicano""",4.613006762322518,-74.07013486785588,Mexican Restaurant
473,11001,4.6126,-74.0705,Museo Nacional de Colombia,4.6155448214597765,-74.06830072402954,History Museum
474,11001,4.6126,-74.0705,BBC La Bodega - Terraza Pasteur,4.609754998450363,-74.0701501819742,Brewery
475,11001,4.6126,-74.0705,EL BOLICHE la MACARENA,4.613754857228324,-74.06768691874542,Restaurant
476,11001,4.6126,-74.0705,Azimos,4.613427,-74.066986,Café
477,11001,4.6126,-74.0705,La Luvina,4.612971584682187,-74.06718198887262,Bookstore
478,11001,4.6126,-74.0705,La Chocolatera,4.612123931542156,-74.06684281880771,Dessert Shop
479,11001,4.6126,-74.0705,WOK Museo Nacional,4.6161323482680015,-74.06820566210953,Asian Restaurant
480,11001,4.6126,-74.0705,Centro Cultural Teatro Municipal Jorge Eliécer Gaitán,4.608621157949594,-74.07053063846604,Theater
481,11001,4.6126,-74.0705,Anna y Otto,4.6135035,-74.06651,Pizza Place
482,11001,4.6126,-74.0705,La Molina,4.612717545810375,-74.06650935077766,Peruvian Restaurant
483,11001,4.6126,-74.0705,Cinemateca Distrital,4.608639112926065,-74.07054186379814,Movie Theater
484,11001,4.6126,-74.0705,Tapas La Macarena,4.61196182666608,-74.06682361820629,Tapas Restaurant
485,11001,4.6126,-74.0705,Crepes & Waffles,4.615179799628057,-74.07002734897813,Restaurant
486,11001,4.6126,-74.0705,La Tapería,4.613659327894658,-74.06641542348893,Tapas Restaurant
487,11001,4.6126,-74.0705,Museo de Arte Moderno de Bogotá,4.610174924026958,-74.0693594796018,Art Museum
488,11001,4.6126,-74.0705,Juan Valdez Café,4.615277470326019,-74.06999588012695,Coffee Shop
489,11001,4.6126,-74.0705,Sandwich Taller,4.612328954285426,-74.0667732356949,Sandwich Place
490,11001,4.6126,-74.0705,Hotel Ibis,4.615121547010132,-74.06902197918397,Hotel
491,11001,4.6126,-74.0705,de té en té Tea Bar,4.616466,-74.070204,Tea Room
492,11001,4.6126,-74.0705,Artesano,4.614104825494111,-74.06631384622601,Restaurant
493,11001,4.6126,-74.0705,Tábula,4.615956986459275,-74.06746711832915,Restaurant
494,11001,4.6126,-74.0705,Donostia,4.615845153653145,-74.06738235751016,Spanish Restaurant
495,11001,4.6126,-74.0705,El Patio,4.614710777077845,-74.06620060411426,Italian Restaurant
496,11001,4.6126,-74.0705,BBC La Macarena,4.614018302308877,-74.06629192909443,Brewery
497,11001,4.6126,-74.0705,Restaurante Riviera Maya,4.617518719027089,-74.0701065676692,Mexican Restaurant
